ENABLE,release_key,id,mst_attack_id,sort_order,attack_delay,attack_type,range_start_type,range_start_parameter,range_end_type,range_end_parameter,max_target_count,target,target_type,target_colors,target_roles,target_mst_series_id,target_mst_unit_ids,damage_type,hit_type,hit_parameter1,hit_parameter2,hit_effect_id,is_hit_stop,probability,power_parameter_type,power_parameter,effect_type,effective_count,effective_duration,effect_parameter,effect_value
e,1,test_26,test_26,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_27,test_27,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_28,test_28,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_29,test_29,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_30,test_30,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_31,test_31,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_32,test_32,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_33,test_33,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_34,test_34,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_35,test_35,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_36,test_36,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_37,test_37,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_38,test_38,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_39,test_39,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_40,test_40,1,0,Direct,Distance,0,Distance,0.15,5,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,test_41,test_41,1,0,Direct,Distance,0,Distance,0.17,1,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,e_glo_00001_tutorial_Normal_Yellow_Normal_00000_1,e_glo_00001_tutorial_Normal_Yellow_Normal_00000,1,0,Direct,Distance,0,Distance,0.21,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,e_glo_00001_tutorial_Boss_Yellow_Normal_00000_1,e_glo_00001_tutorial_Boss_Yellow_Normal_00000,1,0,Direct,Distance,0,Distance,0.23,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,e_glo_00001_tutorial_Normal_Blue_Normal_00000_1,e_glo_00001_tutorial_Normal_Blue_Normal_00000,1,0,Direct,Distance,0,Distance,0.21,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,e_glo_00001_tutorial_Normal_Red_Normal_00000_1,e_glo_00001_tutorial_Normal_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.21,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,e_spy_00101_general_n_Normal_Colorless_Normal_00000_1,e_spy_00101_general_n_Normal_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.21,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,1,e_spy_00101_general_n_Normal_Colorless_Normal_00001_1,e_spy_00101_general_n_Normal_Colorless_Normal_00001,1,0,Direct,Distance,0,Distance,0.21,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,1,e_spy_00101_general_n_Boss_Colorless_Normal_00001,e_spy_00101_general_n_Boss_Colorless_Normal_00001,1,0,Direct,Distance,0,Distance,0.21,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,1,e_spy_00101_general_n_Boss_Colorless_Normal_00002,e_spy_00101_general_n_Boss_Colorless_Normal_00002,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,1,chara_dan_00001_Normal_00000,chara_dan_00001_Normal_00000,1,0,Direct,Distance,0,Distance,0.17,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,chara_dan_00001_Special_00001,chara_dan_00001_Special_00001,1,0,Direct,Page,0,Page,0,1,Foe,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,None,0,0,0,
e,1,chara_dan_00001_Special_00001a,chara_dan_00001_Special_00001,1,0,Deck,Page,0,Page,0,-1,Friend,Character,All,All,,chara_aka_00001,None,Normal,0,0,,,100,Fixed,0,SummonCoolTimeShorten,-1,0,60,
e,1,chara_dan_00001_Special_00002,chara_dan_00001_Special_00002,1,0,Direct,Page,0,Page,0,1,Foe,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,None,0,0,0,
e,1,chara_dan_00001_Special_00002a,chara_dan_00001_Special_00002,1,0,Deck,Page,0,Page,0,-1,Friend,Character,All,All,,chara_aka_00001,None,Normal,0,0,,,100,Fixed,0,SummonCoolTimeShorten,-1,0,60,
e,1,chara_dan_00001_Special_00003,chara_dan_00001_Special_00003,1,0,Direct,Page,0,Page,0,1,Foe,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,None,0,0,0,
e,1,chara_dan_00001_Special_00003a,chara_dan_00001_Special_00003,1,0,Deck,Page,0,Page,0,-1,Friend,Character,All,All,,chara_aka_00001,None,Normal,0,0,,,100,Fixed,0,SummonCoolTimeShorten,-1,0,60,
e,1,chara_dan_00001_Special_00004,chara_dan_00001_Special_00004,1,0,Direct,Page,0,Page,0,1,Foe,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,None,0,0,0,
e,1,chara_dan_00001_Special_00004a,chara_dan_00001_Special_00004,1,0,Deck,Page,0,Page,0,-1,Friend,Character,All,All,,chara_aka_00001,None,Normal,0,0,,,100,Fixed,0,SummonCoolTimeShorten,-1,0,60,
e,1,chara_dan_00001_Special_00005,chara_dan_00001_Special_00005,1,0,Direct,Page,0,Page,0,1,Foe,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,None,0,0,0,
e,1,chara_dan_00001_Special_00005a,chara_dan_00001_Special_00005,1,0,Deck,Page,0,Page,0,-1,Friend,Character,All,All,,chara_aka_00001,None,Normal,0,0,,,100,Fixed,0,SummonCoolTimeShorten,-1,0,60,
e,1,chara_dan_00002_Normal_00000,chara_dan_00002_Normal_00000,1,33,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,50,None,0,0,0,
e,1,chara_dan_00002_Normal_00000a,chara_dan_00002_Normal_00000,2,64,Direct,Distance,0,Distance,0.55,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,50,None,0,0,0,
e,1,chara_dan_00002_Special_00001_01,chara_dan_00002_Special_00001,1,89,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00001_02,chara_dan_00002_Special_00001,2,167,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00001_03,chara_dan_00002_Special_00001,3,188,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00001_04,chara_dan_00002_Special_00001,4,196,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00001_05,chara_dan_00002_Special_00001,5,205,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00001_06,chara_dan_00002_Special_00001,6,213,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,22,None,0,0,0,
e,1,chara_dan_00002_Special_00001_07,chara_dan_00002_Special_00001,7,221,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,69,None,0,0,0,
e,1,chara_dan_00002_Special_00002_01,chara_dan_00002_Special_00002,1,89,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00002_02,chara_dan_00002_Special_00002,2,167,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00002_03,chara_dan_00002_Special_00002,3,188,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00002_04,chara_dan_00002_Special_00002,4,196,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00002_05,chara_dan_00002_Special_00002,5,205,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00002_06,chara_dan_00002_Special_00002,6,213,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,25,None,0,0,0,
e,1,chara_dan_00002_Special_00002_07,chara_dan_00002_Special_00002,7,221,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,80,None,0,0,0,
e,1,chara_dan_00002_Special_00003_01,chara_dan_00002_Special_00003,1,89,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00003_02,chara_dan_00002_Special_00003,2,167,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00003_03,chara_dan_00002_Special_00003,3,188,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00003_04,chara_dan_00002_Special_00003,4,196,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00003_05,chara_dan_00002_Special_00003,5,205,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00003_06,chara_dan_00002_Special_00003,6,213,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,27,None,0,0,0,
e,1,chara_dan_00002_Special_00003_07,chara_dan_00002_Special_00003,7,221,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,87,None,0,0,0,
e,1,chara_dan_00002_Special_00004_01,chara_dan_00002_Special_00004,1,89,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00004_02,chara_dan_00002_Special_00004,2,167,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00004_03,chara_dan_00002_Special_00004,3,188,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00004_04,chara_dan_00002_Special_00004,4,196,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00004_05,chara_dan_00002_Special_00004,5,205,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00004_06,chara_dan_00002_Special_00004,6,213,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,28,None,0,0,0,
e,1,chara_dan_00002_Special_00004_07,chara_dan_00002_Special_00004,7,221,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,93,None,0,0,0,
e,1,chara_dan_00002_Special_00005_01,chara_dan_00002_Special_00005,1,89,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00005_02,chara_dan_00002_Special_00005,2,167,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00005_03,chara_dan_00002_Special_00005,3,188,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00005_04,chara_dan_00002_Special_00005,4,196,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00005_05,chara_dan_00002_Special_00005,5,205,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,4,None,0,0,0,
e,1,chara_dan_00002_Special_00005_06,chara_dan_00002_Special_00005,6,213,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,29,None,0,0,0,
e,1,chara_dan_00002_Special_00005_07,chara_dan_00002_Special_00005,7,221,Direct,Distance,0,Distance,0.55,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,97,None,0,0,0,
e,1,chara_dan_00101_Normal_00000,chara_dan_00101_Normal_00000,1,0,Direct,Distance,0,Distance,0.5,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,75,None,0,0,0,
e,1,chara_dan_00101_Special_00001,chara_dan_00101_Special_00001,1,0,Direct,Distance,0,Distance,0.5,100,Foe,All,All,All,,,Damage,KnockBack1,0,0,dageki_1,1,100,Percentage,98,None,0,0,0,
e,1,chara_dan_00101_Special_00002,chara_dan_00101_Special_00002,1,0,Direct,Distance,0,Distance,0.5,100,Foe,All,All,All,,,Damage,KnockBack1,0,0,dageki_1,1,100,Percentage,112,None,0,0,0,
e,1,chara_dan_00101_Special_00003,chara_dan_00101_Special_00003,1,0,Direct,Distance,0,Distance,0.5,100,Foe,All,All,All,,,Damage,KnockBack1,0,0,dageki_1,1,100,Percentage,122,None,0,0,0,
e,1,chara_dan_00101_Special_00004,chara_dan_00101_Special_00004,1,0,Direct,Distance,0,Distance,0.5,100,Foe,All,All,All,,,Damage,KnockBack2,0,0,dageki_1,1,100,Percentage,130,None,0,0,0,
e,1,chara_dan_00101_Special_00005,chara_dan_00101_Special_00005,1,0,Direct,Distance,0,Distance,0.5,100,Foe,All,All,All,,,Damage,KnockBack2,0,0,dageki_1,1,100,Percentage,135,None,0,0,0,
e,1,chara_gom_00001_Normal_00000,chara_gom_00001_Normal_00000,1,0,Direct,Distance,0,Distance,0.17,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,1,chara_gom_00001_Special_00001,chara_gom_00001_Special_00001,1,0,Direct,Distance,0,Distance,0.17,1,Foe,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,None,0,0,0,
e,1,chara_gom_00001_Special_00001a,chara_gom_00001_Special_00001,2,0,Direct,Koma,0,Koma,1,1,Self,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,160,30,
e,1,chara_gom_00001_Special_00002,chara_gom_00001_Special_00002,1,0,Direct,Distance,0,Distance,0.17,1,Foe,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,None,0,0,0,
e,1,chara_gom_00001_Special_00002a,chara_gom_00001_Special_00002,2,0,Direct,Koma,0,Koma,1,1,Self,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,220,32,
e,1,chara_gom_00001_Special_00003,chara_gom_00001_Special_00003,1,0,Direct,Distance,0,Distance,0.17,1,Foe,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,None,0,0,0,
e,1,chara_gom_00001_Special_00003a,chara_gom_00001_Special_00003,2,0,Direct,Koma,0,Koma,1,1,Self,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,255,33,
e,1,chara_gom_00001_Special_00004,chara_gom_00001_Special_00004,1,0,Direct,Distance,0,Distance,0.17,1,Foe,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,None,0,0,0,
e,1,chara_gom_00001_Special_00004a,chara_gom_00001_Special_00004,2,0,Direct,Koma,0,Koma,1,1,Self,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,285,34,
e,1,chara_gom_00001_Special_00005,chara_gom_00001_Special_00005,1,0,Direct,Distance,0,Distance,0.17,1,Foe,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,None,0,0,0,
e,1,chara_gom_00001_Special_00005a,chara_gom_00001_Special_00005,2,0,Direct,Koma,0,Koma,1,1,Self,All,All,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,300,35,
e,1,chara_gom_00101_Normal_00000,chara_gom_00101_Normal_00000,1,0,Direct,Distance,0,Distance,0.32,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_2,1,100,Percentage,100,None,0,0,0,
e,1,chara_gom_00101_Special_00001,chara_gom_00101_Special_00001,1,0,PlaceItem,Distance,0,Distance,0.32,3,Friend,Character,All,All,,,Heal,Normal,100,100,,,100,Fixed,300,None,0,0,0,
e,1,chara_gom_00101_Special_00002,chara_gom_00101_Special_00002,1,0,PlaceItem,Distance,0,Distance,0.32,3,Friend,Character,All,All,,,Heal,Normal,100,100,,,100,Fixed,300,None,0,0,0,
e,1,chara_gom_00101_Special_00003,chara_gom_00101_Special_00003,1,0,PlaceItem,Distance,0,Distance,0.32,3,Friend,Character,All,All,,,Heal,Normal,100,100,,,100,Fixed,300,None,0,0,0,
e,1,chara_gom_00101_Special_00004,chara_gom_00101_Special_00004,1,0,PlaceItem,Distance,0,Distance,0.32,3,Friend,Character,All,All,,,Heal,Normal,100,100,,,100,Fixed,300,None,0,0,0,
e,1,chara_gom_00101_Special_00005,chara_gom_00101_Special_00005,1,0,PlaceItem,Distance,0,Distance,0.32,3,Friend,Character,All,All,,,Heal,Normal,100,100,,,100,Fixed,300,None,0,0,0,
e,1,chara_gom_00201_Normal_00000_01,chara_gom_00201_Normal_00000,1,20,Direct,Distance,0,Distance,0.53,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,20,None,0,0,0,
e,1,chara_gom_00201_Normal_00000_02,chara_gom_00201_Normal_00000,2,30,Direct,Distance,0,Distance,0.53,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,20,None,0,0,0,
e,1,chara_gom_00201_Normal_00000_03,chara_gom_00201_Normal_00000,3,40,Direct,Distance,0,Distance,0.53,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,
e,1,chara_gom_00201_Special_00001_01,chara_gom_00201_Special_00001,1,105,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00001_02,chara_gom_00201_Special_00001,2,115,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00001_03,chara_gom_00201_Special_00001,3,125,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00001_04,chara_gom_00201_Special_00001,4,135,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00001_05,chara_gom_00201_Special_00001,5,145,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00001_06,chara_gom_00201_Special_00001,6,160,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00001_07,chara_gom_00201_Special_00001,7,170,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00001_08,chara_gom_00201_Special_00001,8,180,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,20,None,0,0,0,
e,1,chara_gom_00201_Special_00001_09,chara_gom_00201_Special_00001,9,190,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,
e,1,chara_gom_00201_Special_00002_01,chara_gom_00201_Special_00002,1,105,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00002_02,chara_gom_00201_Special_00002,2,115,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00002_03,chara_gom_00201_Special_00002,3,125,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00002_04,chara_gom_00201_Special_00002,4,135,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00002_05,chara_gom_00201_Special_00002,5,145,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00002_06,chara_gom_00201_Special_00002,6,160,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00002_07,chara_gom_00201_Special_00002,7,170,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00002_08,chara_gom_00201_Special_00002,8,180,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,23,None,0,0,0,
e,1,chara_gom_00201_Special_00002_09,chara_gom_00201_Special_00002,9,190,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,70,None,0,0,0,
e,1,chara_gom_00201_Special_00003_01,chara_gom_00201_Special_00003,1,105,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00003_02,chara_gom_00201_Special_00003,2,115,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00003_03,chara_gom_00201_Special_00003,3,125,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00003_04,chara_gom_00201_Special_00003,4,135,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00003_05,chara_gom_00201_Special_00003,5,145,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00003_06,chara_gom_00201_Special_00003,6,160,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00003_07,chara_gom_00201_Special_00003,7,170,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,
e,1,chara_gom_00201_Special_00003_08,chara_gom_00201_Special_00003,8,180,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,24,None,0,0,0,
e,1,chara_gom_00201_Special_00003_09,chara_gom_00201_Special_00003,9,190,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,77,None,0,0,0,
